;
arbre;arbre
arbrisseau;arbrisseau
fleur;fleur
arbustif;arbustif
non arbustif;non arbustif
haies;haies
potager/jardin;potager/jardin
pelouse/gazon;pelouse/gazon
friche;friche
prairie;prairie
culture;culture
bois/sous-bois;bois/sous-bois
