srf;
aire piéton;aire piéton
stationnement léger;stationnement léger
stationnement lourd;stationnement lourd
stockage;stockage
imperméable;imperméable
circulation légére;passage léger
circulation lourde;passage lourd
à préserver;à préserver
inapte ANC;inapte ANC
construction;construction
terrasse;terrasse
parking;parking
Jardin/plantations;Jardin/plantations
autre;autre
