;
fossé;fossé
ru/ruisseau;ru/ruisseau
cours d'eau;cours d'eau
étendue d'eau;étendue d'eau
mer/océan;mer/océan
marais/marécages;marais/marécages
zone humide;zone humide
drainage;drainage
