;
écoulement correct;écoulement correct
écoulement ralenti;écoulement ralenti
écoulement trop rapide;écoulement trop rapide
pas d'écoulement (stagnation);pas d'écoulement (stagnation)
écoulement à contre-sens;écoulement à contre-sens
sens non visible;sens non visible
non renseigné;non renseigné
