;
cuisine;cuisine
salle d'eau;salle d'eau
salle de bains;salle de bains
salon;salon
séjour;séjour
salon-séjour;salon-séjour
chambre;chambre
bureau;bureau
WC;WC
garage;garage
buanderie;buanderie
cellier;cellier
grenier;grenier
salle de jeux;salle de jeux
annexe;annexe
mezzanine;mezzanine
divers;divers
pièce principale;pièce principale
pièce de service;pièce de service
