;
simple;simple
siphoïde;siphoïde
té de visite;té de visite
répartition;répartition
bouclage;bouclage
contrôle;contrôle
collecte;collecte
prélèvements;prélèvements
tranquilisation;tranquilisation
borgne;borgne
inconnu;inconnu
non accessible;non accessible
