;
sortie simple;sortie simple
tuyau coudé;tuyau coudé
chapeau simple;chapeau simple
extracteur statique;extracteur statique
extracteur éolien;extracteur éolien
clapet à membranes;clapet à membranes
VMC;VMC
mécanique;mécanique
inconnue;inconnue
non visible;non visible
autre;autre
ventilation primaire;ventilation primaire
ventilation secondaire;ventilation secondaire
