;
aspect correct;aspect correct
entretien régulier;entretien régulier
entretien ponctuel;entretien ponctuel
entretien rare;entretien rare
jamais entretenu;jamais entretenu
présence de flottants anormaux;présence de flottants anormaux
présence de dépôts anormaux;présence de dépôts anormaux
non renseigné;non renseigné
sans objet;sans objet
