;
PVC;PVC
béton;béton
amiante-ciment;amiante-ciment
PEHD;PEHD
PE;PE
inconnu;inconnu
fonte;fonte
autre;autre
grès;grès
PRV;PRV
plastique;plastique inconnu
PEBD;PEBD
composite;composite (assemblage)
acier;acier
